虚拟板坯号,第一合同订货厚度,组合板宽度,组合板长度,尾部试材长度,头部试材长度,轧制目标长度,切头尾量,固定板坯长度标记,毛边切边标记,清前坯厚,清前坯宽,清前坯长,基准收得率,命令收得率,轧制收得率,头部切舍量,尾部切舍量,组板方式,加热炉类型,自动人工标记,大板内成品小板总块数,清理前板坯最大长度,清理前板坯最小长度,清理前板坯重量,清理前板坯最大重量,清理前板坯最小重量,进加热炉板坯厚度,进加热炉板坯宽度,进加热炉板坯长度,进加热炉板坯最大长度,进加热炉板坯最小长度,进加热炉板坯重量,进加热炉板坯最大重量,进加热炉板坯最小重量,必要板坯长度,必要板坯重量,固定板坯长度,结晶器厚度,结晶器宽度,板坯清理重量减少率_静态表,板坯清理重量减少率_画面,轧制目标厚度,轧制目标宽度,厚板轧制重量,轧制厚度公差上限,轧制厚度公差下限,轧制方向代码,切缝量,中部试材长度
,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000003608,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003607,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003606,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000002164,60,2470,11380,0,0,11830,450,1,1,395,2000,2290,94.387,93.226,93.226,0,0,A1,J,M,2,2290,2290,14.201,14.201,14.201,395,2000,2290,2290,2290,14.201,14.201,14.201,2262,14.026,2290,395,2000,0,0,59.7,2530,14.026,0.9,-0.9,L,0,0
MC8000002168,65,2800,12000,0,0,12450,450,1,1,395,2000,2970,94.361,93.083,93.083,0,0,A1,C,M,1,2970,2970,18.418,18.418,18.418,395,2000,2970,2970,2970,18.418,18.418,18.418,2930,18.169,2970,395,2000,0,0,64.55,2880,18.169,1.3,-1.3,L,0,0
MC8000003605,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003604,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003603,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003602,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003601,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003600,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003599,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003598,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003597,50,2200,17800,0,0,18450,650,0,0,395,2000,2624,94.483,94.486,94.486,0,0,A1,C,M,2,2624,2624,16.273,16.273,16.273,395,2000,2624,2624,2624,16.267,16.273,16.273,2624,16.267,0,395,2000,0,0,49.7,2260,16.268,0.9,-0.9,L,0,0
MC8000003596,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003595,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003594,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003593,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003592,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003591,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003590,50,2500,21326,0,0,22126,800,0,0,395,2000,3564,94.693,94.692,94.692,0,0,A1,C,M,2,3564,3564,22.102,22.102,22.102,395,2000,3564,3564,3564,22.099,22.102,22.102,3564,22.099,0,395,2000,0,0,49.7,2560,22.099,0.9,-0.9,L,0,0
MC8000003589,50,2500,16500,0,0,17150,650,0,0,395,2000,2763,94.522,94.524,94.524,0,0,A1,C,M,2,2763,2763,17.135,17.135,17.135,395,2000,2763,2763,2763,17.129,17.135,17.135,2763,17.129,0,395,2000,0,0,49.7,2560,17.129,0.9,-0.9,L,0,0
MC8000003588,55,2200,20246,0,0,21046,800,0,0,395,2000,3294,94.158,94.159,94.159,0,0,A1,C,M,2,3294,3294,20.428,20.428,20.428,395,2000,3294,3294,3294,20.424,20.428,20.428,3294,20.424,0,395,2000,0,0,54.7,2260,20.424,0.9,-0.9,L,0,0
MC8000003587,55,2200,20246,0,0,21046,800,0,0,395,2000,3294,94.158,94.159,94.159,0,0,A1,C,M,2,3294,3294,20.428,20.428,20.428,395,2000,3294,3294,3294,20.424,20.428,20.428,3294,20.424,0,395,2000,0,0,54.7,2260,20.424,0.9,-0.9,L,0,0
MC8000003581,55,2200,17080,0,0,17730,650,0,0,395,2000,2775,94.291,94.292,94.292,0,0,A1,C,M,2,2775,2775,17.209,17.209,17.209,395,2000,2775,2775,2775,17.205,17.209,17.209,2775,17.205,0,395,2000,0,0,54.7,2260,17.206,0.9,-0.9,L,0,0
MC8000003580,55,2200,17080,0,0,17730,650,0,0,395,2000,2775,94.291,94.292,94.292,0,0,A1,C,M,2,2775,2775,17.209,17.209,17.209,395,2000,2775,2775,2775,17.205,17.209,17.209,2775,17.205,0,395,2000,0,0,54.7,2260,17.206,0.9,-0.9,L,0,0
MC8000003579,55,2200,17080,0,0,17730,650,0,0,395,2000,2775,94.291,94.292,94.292,0,0,A1,C,M,2,2775,2775,17.209,17.209,17.209,395,2000,2775,2775,2775,17.205,17.209,17.209,2775,17.205,0,395,2000,0,0,54.7,2260,17.206,0.9,-0.9,L,0,0
MC8000003578,55,2200,17080,0,0,17730,650,0,0,395,2000,2775,94.291,94.292,94.292,0,0,A1,C,M,2,2775,2775,17.209,17.209,17.209,395,2000,2775,2775,2775,17.205,17.209,17.209,2775,17.205,0,395,2000,0,0,54.7,2260,17.206,0.9,-0.9,L,0,0
MC8000003577,55,2200,17080,0,0,17730,650,0,0,395,2000,2775,94.291,94.292,94.292,0,0,A1,C,M,2,2775,2775,17.209,17.209,17.209,395,2000,2775,2775,2775,17.205,17.209,17.209,2775,17.205,0,395,2000,0,0,54.7,2260,17.206,0.9,-0.9,L,0,0
MC8000003576,55,2200,17080,0,0,17730,650,0,0,395,2000,2775,94.291,94.292,94.292,0,0,A1,C,M,2,2775,2775,17.209,17.209,17.209,395,2000,2775,2775,2775,17.205,17.209,17.209,2775,17.205,0,395,2000,0,0,54.7,2260,17.206,0.9,-0.9,L,0,0
MC8000003575,55,2200,20496,0,0,21296,800,0,0,395,2000,3333,94.202,94.203,94.203,0,0,A1,C,M,2,3333,3333,20.67,20.67,20.67,395,2000,3333,3333,3333,20.666,20.67,20.67,3333,20.666,0,395,2000,0,0,54.7,2260,20.666,0.9,-0.9,L,0,0
MC8000003574,55,2200,20496,0,0,21296,800,0,0,395,2000,3333,94.202,94.203,94.203,0,0,A1,C,M,2,3333,3333,20.67,20.67,20.67,395,2000,3333,3333,3333,20.666,20.67,20.67,3333,20.666,0,395,2000,0,0,54.7,2260,20.666,0.9,-0.9,L,0,0
MC8000003573,55,2200,20496,0,0,21296,800,0,0,395,2000,3333,94.202,94.203,94.203,0,0,A1,C,M,2,3333,3333,20.67,20.67,20.67,395,2000,3333,3333,3333,20.666,20.67,20.67,3333,20.666,0,395,2000,0,0,54.7,2260,20.666,0.9,-0.9,L,0,0
MC8000003572,55,2200,20496,0,0,21296,800,0,0,395,2000,3333,94.202,94.203,94.203,0,0,A1,C,M,2,3333,3333,20.67,20.67,20.67,395,2000,3333,3333,3333,20.666,20.67,20.67,3333,20.666,0,395,2000,0,0,54.7,2260,20.666,0.9,-0.9,L,0,0
MC8000003571,55,2200,20496,0,0,21296,800,0,0,395,2000,3333,94.202,94.203,94.203,0,0,A1,C,M,2,3333,3333,20.67,20.67,20.67,395,2000,3333,3333,3333,20.666,20.67,20.67,3333,20.666,0,395,2000,0,0,54.7,2260,20.666,0.9,-0.9,L,0,0
MC8000003570,55,2500,18094,0,0,18794,700,0,0,395,2000,3332,94.535,94.535,94.535,0,0,A1,C,M,2,3332,3332,20.663,20.663,20.663,395,2000,3332,3332,3332,20.659,20.663,20.663,3332,20.659,0,395,2000,0,0,54.7,2560,20.659,0.9,-0.9,L,0,0
MC8000003569,55,2500,18094,0,0,18794,700,0,0,395,2000,3332,94.535,94.535,94.535,0,0,A1,C,M,2,3332,3332,20.663,20.663,20.663,395,2000,3332,3332,3332,20.659,20.663,20.663,3332,20.659,0,395,2000,0,0,54.7,2560,20.659,0.9,-0.9,L,0,0
MC8000003568,55,2500,18094,0,0,18794,700,0,0,395,2000,3332,94.535,94.535,94.535,0,0,A1,C,M,2,3332,3332,20.663,20.663,20.663,395,2000,3332,3332,3332,20.659,20.663,20.663,3332,20.659,0,395,2000,0,0,54.7,2560,20.659,0.9,-0.9,L,0,0
MC8000003567,55,2500,18094,0,0,18794,700,0,0,395,2000,3332,94.535,94.535,94.535,0,0,A1,C,M,2,3332,3332,20.663,20.663,20.663,395,2000,3332,3332,3332,20.659,20.663,20.663,3332,20.659,0,395,2000,0,0,54.7,2560,20.659,0.9,-0.9,L,0,0
MC8000003566,55,2500,18094,0,0,18794,700,0,0,395,2000,3332,94.535,94.535,94.535,0,0,A1,C,M,2,3332,3332,20.663,20.663,20.663,395,2000,3332,3332,3332,20.659,20.663,20.663,3332,20.659,0,395,2000,0,0,54.7,2560,20.659,0.9,-0.9,L,0,0
MC8000003558,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003557,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003556,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003555,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003554,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003553,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000002733,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002734,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002735,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002736,55,2500,12000,0,0,12450,450,1,1,395,2000,2230,94.643,93.665,93.665,0,0,A1,J,M,1,2230,2230,13.829,13.829,13.829,395,2000,2230,2230,2230,13.829,13.829,13.829,2207,13.686,2230,395,2000,0,0,54.7,2560,13.686,0.9,-0.9,L,0,0
MC8000002737,50,2500,12000,0,0,12450,450,1,1,395,2000,2030,94.695,93.534,93.534,0,0,A1,J,M,1,2030,2030,12.589,12.589,12.589,395,2000,2030,2030,2030,12.589,12.589,12.589,2006,12.435,2030,395,2000,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000002738,50,2500,12000,0,0,12450,450,1,1,395,2000,2030,94.695,93.534,93.534,0,0,A1,J,M,1,2030,2030,12.589,12.589,12.589,395,2000,2030,2030,2030,12.589,12.589,12.589,2006,12.435,2030,395,2000,0,0,49.7,2560,12.435,0.9,-0.9,L,0,0
MC8000002739,30,2500,12000,0,0,12450,450,1,1,395,2000,2400,94.917,47.467,47.467,0,0,A1,J,M,1,2400,2400,14.884,14.884,14.884,395,2000,2400,2400,2400,14.884,14.884,14.884,1201,7.443,2400,395,2000,0,0,29.75,2560,7.443,0.8,-0.8,L,0,0
MC8000002740,40,2500,12000,0,0,12450,450,1,1,395,2000,2800,94.718,54.25,54.25,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.364,17.364,17.364,1604,9.945,2800,395,2000,0,0,39.75,2560,9.945,0.8,-0.8,L,0,0
MC8000002741,40,2500,12000,0,0,12450,450,1,1,395,2000,2800,94.718,54.25,54.25,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.364,17.364,17.364,1604,9.945,2800,395,2000,0,0,39.75,2560,9.945,0.8,-0.8,L,0,0
MC8000003552,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003551,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003550,60,2200,20876,0,0,21676,800,0,0,395,2000,3702,94.224,94.224,94.224,0,0,A1,C,M,2,3702,3702,22.958,22.958,22.958,395,2000,3702,3702,3702,22.958,22.958,22.958,3702,22.958,0,395,2000,0,0,59.7,2260,22.958,0.9,-0.9,L,0,0
MC8000003549,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000003548,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000003547,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000003546,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000003545,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000003539,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003538,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003537,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003536,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003535,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003534,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003533,60,2200,20400,0,0,21200,800,0,0,395,2000,3621,94.142,94.143,94.143,0,0,A1,C,M,2,3621,3621,22.456,22.456,22.456,395,2000,3621,3621,3621,22.453,22.456,22.456,3621,22.453,0,395,2000,0,0,59.7,2260,22.454,0.9,-0.9,L,0,0
MC8000003532,60,2400,17260,0,0,17910,650,0,0,395,2000,3330,94.493,94.493,94.493,0,0,A1,C,M,2,3330,3330,20.651,20.651,20.651,395,2000,3330,3330,3330,20.648,20.651,20.651,3330,20.648,0,395,2000,0,0,59.7,2460,20.648,0.9,-0.9,L,0,0
MC8000003531,60,2400,17260,0,0,17910,650,0,0,395,2000,3330,94.493,94.493,94.493,0,0,A1,C,M,2,3330,3330,20.651,20.651,20.651,395,2000,3330,3330,3330,20.648,20.651,20.651,3330,20.648,0,395,2000,0,0,59.7,2460,20.648,0.9,-0.9,L,0,0
MC8000003530,60,2400,17260,0,0,17910,650,0,0,395,2000,3330,94.493,94.493,94.493,0,0,A1,C,M,2,3330,3330,20.651,20.651,20.651,395,2000,3330,3330,3330,20.648,20.651,20.651,3330,20.648,0,395,2000,0,0,59.7,2460,20.648,0.9,-0.9,L,0,0
MC8000003529,60,2400,17260,0,0,17910,650,0,0,395,2000,3330,94.493,94.493,94.493,0,0,A1,C,M,2,3330,3330,20.651,20.651,20.651,395,2000,3330,3330,3330,20.648,20.651,20.651,3330,20.648,0,395,2000,0,0,59.7,2460,20.648,0.9,-0.9,L,0,0
MC8000003528,60,2500,17278,0,0,17928,650,0,0,395,2000,3469,94.589,94.588,94.588,0,0,A1,C,M,2,3469,3469,21.513,21.513,21.513,395,2000,3469,3469,3469,21.509,21.513,21.513,3469,21.509,0,395,2000,0,0,59.7,2560,21.509,0.9,-0.9,L,0,0
MC8000003527,60,2500,17278,0,0,17928,650,0,0,395,2000,3469,94.589,94.588,94.588,0,0,A1,C,M,2,3469,3469,21.513,21.513,21.513,395,2000,3469,3469,3469,21.509,21.513,21.513,3469,21.509,0,395,2000,0,0,59.7,2560,21.509,0.9,-0.9,L,0,0
MC8000003526,60,2500,17278,0,0,17928,650,0,0,395,2000,3469,94.589,94.588,94.588,0,0,A1,C,M,2,3469,3469,21.513,21.513,21.513,395,2000,3469,3469,3469,21.509,21.513,21.513,3469,21.509,0,395,2000,0,0,59.7,2560,21.509,0.9,-0.9,L,0,0
MC8000003525,60,2500,17278,0,0,17928,650,0,0,395,2000,3469,94.589,94.588,94.588,0,0,A1,C,M,2,3469,3469,21.513,21.513,21.513,395,2000,3469,3469,3469,21.509,21.513,21.513,3469,21.509,0,395,2000,0,0,59.7,2560,21.509,0.9,-0.9,L,0,0
MC8000003524,60,2500,17278,0,0,17928,650,0,0,395,2000,3469,94.589,94.588,94.588,0,0,A1,C,M,2,3469,3469,21.513,21.513,21.513,395,2000,3469,3469,3469,21.509,21.513,21.513,3469,21.509,0,395,2000,0,0,59.7,2560,21.509,0.9,-0.9,L,0,0
MC8000003523,60,2500,17278,0,0,17928,650,0,0,395,2000,3469,94.589,94.588,94.588,0,0,A1,C,M,2,3469,3469,21.513,21.513,21.513,395,2000,3469,3469,3469,21.509,21.513,21.513,3469,21.509,0,395,2000,0,0,59.7,2560,21.509,0.9,-0.9,L,0,0
MC8000003522,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003521,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003520,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003519,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003518,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003517,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003516,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003515,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003514,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
MC8000003513,60,2500,19514,0,0,20214,700,0,0,395,2000,3911,94.748,94.747,94.747,0,0,A1,C,M,2,3911,3911,24.254,24.254,24.254,395,2000,3911,3911,3911,24.252,24.254,24.254,3911,24.252,0,395,2000,0,0,59.7,2560,24.251,0.9,-0.9,L,0,0
