,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000008104,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008103,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008102,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008101,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008100,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008099,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008098,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008097,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008096,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008095,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008094,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008093,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008092,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008091,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008090,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008089,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008088,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008087,60,2200,22106,0,0,23186,1080,0,0,395,2000,3960,93.277,93.277,93.277,0,0,A1,T,M,2,3960,3960,24.558,24.558,24.558,395,2000,3960,3960,3960,24.557,24.558,24.558,3960,24.557,0,395,2000,0,0,59.7,2260,24.557,0.9,-0.9,L,0,0
MC8000008077,45,2710,12957,0,0,13537,580,0,0,395,1800,2372,93.7,93.7,93.7,0,0,A1,T,M,3,2372,2372,13.239,13.239,13.239,395,1800,2372,2372,2372,13.238,13.239,13.239,2372,13.238,0,395,1800,0,0,44.65,2790,13.238,1.1,-1.1,L,0,0
MC8000008076,40,2050,22410,0,0,23490,1080,0,0,395,1800,2771,93.272,93.269,93.269,0,0,A1,T,M,3,2771,2771,15.466,15.466,15.466,395,1800,2771,2771,2771,15.466,15.466,15.466,2771,15.466,0,395,1800,0,0,39.75,2110,15.466,0.8,-0.8,L,0,0
MC8000008075,40,2380,24168,0,0,25288,1120,0,0,395,1800,3450,93.807,93.809,93.809,0,0,A1,T,M,2,3450,3450,19.256,19.256,19.256,395,1800,3450,3450,3450,19.253,19.256,19.256,3450,19.253,0,395,1800,0,0,39.75,2440,19.254,0.8,-0.8,L,0,0
MC8000008074,40,2550,20276,0,0,21236,960,0,0,395,1800,3095,93.989,93.991,93.991,0,0,A1,T,M,2,3095,3095,17.274,17.274,17.274,395,1800,3095,3095,3095,17.273,17.274,17.274,3095,17.273,0,395,1800,0,0,39.7,2610,17.273,1,-1,L,0,0
MC8000008073,45,2230,16548,0,0,17348,800,0,0,395,1800,2498,93.513,93.515,93.515,0,0,A1,T,M,2,2498,2498,13.942,13.942,13.942,395,1800,2498,2498,2498,13.94,13.942,13.942,2498,13.94,0,395,1800,0,0,44.7,2290,13.94,0.9,-0.9,L,0,0
MC8000008072,45,2580,13220,0,0,13800,580,0,0,395,1800,2288,94.354,94.354,94.354,0,0,A1,J,M,2,2288,2288,12.77,12.77,12.77,395,1800,2288,2288,2288,12.77,12.77,12.77,2288,12.77,0,395,1800,0,0,44.65,2640,12.77,1.1,-1.1,L,0,0
MC8000008071,45,2380,21360,0,0,22410,1050,0,0,395,1800,3438,93.595,93.595,93.595,0,0,A1,T,M,2,3438,3438,19.189,19.189,19.189,395,1800,3438,3438,3438,19.187,19.189,19.189,3438,19.187,0,395,1800,0,0,44.7,2440,19.187,0.9,-0.9,L,0,0
MC8000008070,60,2190,13564,0,0,14144,580,0,0,395,1800,2673,93.811,93.811,93.811,0,0,A1,T,M,2,2673,2673,14.919,14.919,14.919,395,1800,2673,2673,2673,14.914,14.919,14.919,2673,14.914,0,395,1800,0,0,59.7,2250,14.914,0.9,-0.9,L,0,0
MC8000008069,60,2280,12820,0,0,13400,580,0,0,395,1800,2633,93.687,93.685,93.685,0,0,A1,T,M,2,2633,2633,14.696,14.696,14.696,395,1800,2633,2633,2633,14.695,14.696,14.696,2633,14.695,0,395,1800,0,0,59.7,2340,14.695,0.9,-0.9,L,0,0
MC8000008068,60,2721,13372,0,0,13952,580,0,0,395,2000,2951,93.652,93.65,93.65,0,0,A1,T,M,2,2951,2951,18.301,18.301,18.301,395,2000,2951,2951,2951,18.299,18.301,18.301,2951,18.299,0,395,2000,0,0,59.65,2801,18.299,1.1,-1.1,L,0,0
MC8000008066,48,2650,22000,0,0,22960,960,0,1,395,2000,3781,93.694,93.696,93.696,0,0,A1,T,M,2,3781,3781,23.448,23.448,23.448,395,2000,3781,3781,3781,23.445,23.448,23.448,3781,23.445,0,395,2000,0,0,47.65,2730,23.446,1.1,-1.1,L,0,0
MC8000008057,50,2030,20600,0,0,21560,960,0,1,395,2000,2835,93.365,93.367,93.367,0,0,A1,C,M,2,2835,2835,17.581,17.581,17.581,395,2000,2835,2835,2835,17.58,17.581,17.581,2835,17.58,0,395,2000,0,0,49.7,2090,17.58,0.9,-0.9,L,0,0
MC8000008055,80,2060,15500,0,0,16200,700,0,1,395,2000,3461,93.438,93.439,93.439,0,0,A1,C,M,2,3461,3461,21.463,21.463,21.463,395,2000,3461,3461,3461,21.46,21.463,21.463,3461,21.46,0,395,2000,0,0,79.6,2120,21.46,1.1,-1.1,L,0,0
MC8000008054,80,2060,15500,0,0,16200,700,0,1,395,2000,3461,93.438,93.439,93.439,0,0,A1,C,M,2,3461,3461,21.463,21.463,21.463,395,2000,3461,3461,3461,21.46,21.463,21.463,3461,21.46,0,395,2000,0,0,79.6,2120,21.46,1.1,-1.1,L,0,0
MC8000008051,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008050,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008049,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008048,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008047,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008046,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008045,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008044,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008043,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008042,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008041,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008040,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008039,70,2200,18582,0,0,19482,900,0,0,395,2000,3880,93.382,93.382,93.382,0,0,A1,T,M,2,3880,3880,24.062,24.062,24.062,395,2000,3880,3880,3880,24.056,24.062,24.062,3880,24.056,0,395,2000,0,0,69.6,2260,24.056,1.1,-1.1,L,0,0
MC8000008012,75,2400,9525,0,0,9995,470,0,0,395,1800,2580,93.472,93.472,93.472,0,0,A1,T,M,1,2580,2580,14.4,14.4,14.4,395,1800,2580,2580,2580,14.399,14.4,14.4,2580,14.399,0,395,1800,0,0,74.6,2460,14.399,1.1,-1.1,L,0,0
MC8000008011,75,2400,9525,0,0,9995,470,0,0,395,1800,2580,93.472,93.472,93.472,0,0,A1,T,M,1,2580,2580,14.4,14.4,14.4,395,1800,2580,2580,2580,14.399,14.4,14.4,2580,14.399,0,395,1800,0,0,74.6,2460,14.399,1.1,-1.1,L,0,0
MC8000008010,75,2400,9525,0,0,9995,470,0,0,395,1800,2580,93.472,93.472,93.472,0,0,A1,T,M,1,2580,2580,14.4,14.4,14.4,395,1800,2580,2580,2580,14.399,14.4,14.4,2580,14.399,0,395,1800,0,0,74.6,2460,14.399,1.1,-1.1,L,0,0
MC8000008009,75,2400,9525,0,0,9995,470,0,0,395,1800,2580,93.472,93.472,93.472,0,0,A1,T,M,1,2580,2580,14.4,14.4,14.4,395,1800,2580,2580,2580,14.399,14.4,14.4,2580,14.399,0,395,1800,0,0,74.6,2460,14.399,1.1,-1.1,L,0,0
MC8000008008,45,2200,22066,0,0,23146,1080,0,0,395,2000,2960,93.426,93.424,93.424,0,0,A1,T,M,2,2960,2960,18.356,18.356,18.356,395,2000,2960,2960,2960,18.356,18.356,18.356,2960,18.356,0,395,2000,0,0,44.7,2260,18.355,0.9,-0.9,L,0,0
MC8000008007,70,2400,17608,0,0,18408,800,0,0,395,2000,3990,93.857,93.856,93.856,0,0,A1,J,M,2,3990,3990,24.744,24.744,24.744,395,2000,3990,3990,3990,24.741,24.744,24.744,3990,24.741,0,395,2000,0,0,69.6,2460,24.741,1.1,-1.1,L,0,0
MC8000008006,30,2430,27900,0,0,29180,1280,0,1,395,2000,2737,94.094,94.095,94.095,0,0,A1,J,M,3,2737,2737,16.974,16.974,16.974,395,2000,2737,2737,2737,16.968,16.974,16.974,2737,16.968,0,395,2000,0,0,29.75,2490,16.968,0.8,-0.8,L,0,0
MC8000008005,30,2430,27900,0,0,29180,1280,0,1,395,2000,2737,94.094,94.095,94.095,0,0,A1,J,M,3,2737,2737,16.974,16.974,16.974,395,2000,2737,2737,2737,16.968,16.974,16.974,2737,16.968,0,395,2000,0,0,29.75,2490,16.968,0.8,-0.8,L,0,0
MC8000008004,50,3700,15200,0,0,16000,800,0,1,395,2000,3837,92.778,92.779,92.779,0,0,S1,J,M,2,3837,3837,23.795,23.795,23.795,395,2000,3837,3837,3837,23.792,23.795,23.795,3837,23.792,0,395,2000,0,0,49.85,3800,23.792,0.9,-0.9,L,0,0
MC8000008003,35,1900,22100,0,0,23180,1080,0,1,395,1800,2221,93.087,93.085,93.085,0,0,A1,J,M,2,2221,2221,12.396,12.396,12.396,395,1800,2221,2221,2221,12.394,12.396,12.396,2221,12.394,0,395,1800,0,0,34.75,1960,12.393,0.8,-0.8,L,0,0
MC8000008002,35,1900,22100,0,0,23180,1080,0,1,395,1800,2221,93.087,93.085,93.085,0,0,A1,J,M,2,2221,2221,12.396,12.396,12.396,395,1800,2221,2221,2221,12.394,12.396,12.396,2221,12.394,0,395,1800,0,0,34.75,1960,12.393,0.8,-0.8,L,0,0
MC8000008001,35,1900,22100,0,0,23180,1080,0,1,395,1800,2221,93.087,93.085,93.085,0,0,A1,J,M,2,2221,2221,12.396,12.396,12.396,395,1800,2221,2221,2221,12.394,12.396,12.396,2221,12.394,0,395,1800,0,0,34.75,1960,12.393,0.8,-0.8,L,0,0
MC8000008000,35,1900,22100,0,0,23180,1080,0,1,395,1800,2221,93.087,93.085,93.085,0,0,A1,J,M,2,2221,2221,12.396,12.396,12.396,395,1800,2221,2221,2221,12.394,12.396,12.396,2221,12.394,0,395,1800,0,0,34.75,1960,12.393,0.8,-0.8,L,0,0
MC8000007998,35,2430,19600,0,0,20520,920,0,1,395,1800,2498,93.886,93.887,93.887,0,0,A1,J,M,2,2498,2498,13.942,13.942,13.942,395,1800,2498,2498,2498,13.938,13.942,13.942,2498,13.938,0,395,1800,0,0,34.75,2490,13.938,0.8,-0.8,L,0,0
MC8000007997,35,2430,19600,0,0,20520,920,0,1,395,1800,2498,93.886,93.887,93.887,0,0,A1,J,M,2,2498,2498,13.942,13.942,13.942,395,1800,2498,2498,2498,13.938,13.942,13.942,2498,13.938,0,395,1800,0,0,34.75,2490,13.938,0.8,-0.8,L,0,0
MC8000007996,35,2430,19600,0,0,20520,920,0,1,395,1800,2498,93.886,93.887,93.887,0,0,A1,J,M,2,2498,2498,13.942,13.942,13.942,395,1800,2498,2498,2498,13.938,13.942,13.942,2498,13.938,0,395,1800,0,0,34.75,2490,13.938,0.8,-0.8,L,0,0
MC8000007992,25,2330,22400,0,0,23480,1080,0,1,395,1800,1954,93.945,93.947,93.947,0,0,A1,J,M,2,1954,1954,10.906,10.906,10.906,395,1800,1954,1954,1954,10.903,10.906,10.906,1954,10.903,0,395,1800,0,0,24.75,2390,10.903,0.75,-0.75,L,0,0
MC8000007991,25,2330,22400,0,0,23480,1080,0,1,395,1800,1954,93.945,93.947,93.947,0,0,A1,J,M,2,1954,1954,10.906,10.906,10.906,395,1800,1954,1954,1954,10.903,10.906,10.906,1954,10.903,0,395,1800,0,0,24.75,2390,10.903,0.75,-0.75,L,0,0
MC8000007988,25,2330,24500,0,0,25650,1150,0,1,395,1800,2134,94.059,94.056,94.056,0,0,A1,J,M,2,2134,2134,11.911,11.911,11.911,395,1800,2134,2134,2134,11.911,11.911,11.911,2134,11.911,0,395,1800,0,0,24.75,2390,11.911,0.75,-0.75,L,0,0
MC8000007987,25,2330,24500,0,0,25650,1150,0,1,395,1800,2134,94.059,94.056,94.056,0,0,A1,J,M,2,2134,2134,11.911,11.911,11.911,395,1800,2134,2134,2134,11.911,11.911,11.911,2134,11.911,0,395,1800,0,0,24.75,2390,11.911,0.75,-0.75,L,0,0
MC8000007986,25,2330,24500,0,0,25650,1150,0,1,395,1800,2134,94.059,94.056,94.056,0,0,A1,J,M,2,2134,2134,11.911,11.911,11.911,395,1800,2134,2134,2134,11.911,11.911,11.911,2134,11.911,0,395,1800,0,0,24.75,2390,11.911,0.75,-0.75,L,0,0
MC8000007975,50,2030,23010,0,0,24110,1100,0,1,395,2000,3171,93.257,93.255,93.255,0,0,A1,T,M,3,3171,3171,19.665,19.665,19.665,395,2000,3171,3171,3171,19.66,19.665,19.665,3171,19.66,0,395,2000,0,0,49.7,2090,19.659,0.9,-0.9,L,0,0
MC8000007974,50,2030,23010,0,0,24110,1100,0,1,395,2000,3171,93.257,93.255,93.255,0,0,A1,T,M,3,3171,3171,19.665,19.665,19.665,395,2000,3171,3171,3171,19.66,19.665,19.665,3171,19.66,0,395,2000,0,0,49.7,2090,19.659,0.9,-0.9,L,0,0
MC8000007973,75,2030,16020,0,0,16820,800,0,1,395,2000,3320,93.006,93.005,93.005,0,0,A1,T,M,2,3320,3320,20.589,20.589,20.589,395,2000,3320,3320,3320,20.587,20.589,20.589,3320,20.587,0,395,2000,0,0,74.6,2090,20.586,1.1,-1.1,L,0,0
MC8000007972,90,2500,11500,0,0,12040,540,0,0,395,2000,3496,93.693,93.694,93.694,0,0,A1,T,M,1,3496,3496,21.68,21.68,21.68,395,2000,3496,3496,3496,21.679,21.68,21.68,3496,21.679,0,395,2000,0,0,89.6,2560,21.679,1.1,-1.1,L,0,0
MC8000007971,100,2200,11400,0,0,11940,540,0,0,395,2000,3403,93.316,93.317,93.317,0,0,A1,T,M,1,3403,3403,21.104,21.104,21.104,395,2000,3403,3403,3403,21.098,21.104,21.104,3403,21.098,0,395,2000,0,0,99.6,2260,21.098,1.1,-1.1,L,0,0
MC8000007970,100,2200,11400,0,0,11940,540,0,0,395,2000,3403,93.316,93.317,93.317,0,0,A1,T,M,1,3403,3403,21.104,21.104,21.104,395,2000,3403,3403,3403,21.098,21.104,21.104,3403,21.098,0,395,2000,0,0,99.6,2260,21.098,1.1,-1.1,L,0,0
MC8000007969,100,2200,11400,0,0,11940,540,0,0,395,2000,3403,93.316,93.317,93.317,0,0,A1,T,M,1,3403,3403,21.104,21.104,21.104,395,2000,3403,3403,3403,21.098,21.104,21.104,3403,21.098,0,395,2000,0,0,99.6,2260,21.098,1.1,-1.1,L,0,0
MC8000007968,100,2200,11400,0,0,11940,540,0,0,395,2000,3403,93.316,93.317,93.317,0,0,A1,T,M,1,3403,3403,21.104,21.104,21.104,395,2000,3403,3403,3403,21.098,21.104,21.104,3403,21.098,0,395,2000,0,0,99.6,2260,21.098,1.1,-1.1,L,0,0
MC8000007967,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007966,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007965,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007964,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007963,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007962,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007961,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007960,100,2500,10050,0,0,10550,500,0,0,395,2000,3406,93.402,93.403,93.403,0,0,A1,T,M,1,3406,3406,21.122,21.122,21.122,395,2000,3406,3406,3406,21.116,21.122,21.122,3406,21.116,0,395,2000,0,0,99.6,2560,21.116,1.1,-1.1,L,0,0
MC8000007958,100,2500,8400,0,0,8750,350,0,0,395,2000,2825,94.127,94.125,94.125,0,0,A1,T,M,1,2825,2825,17.519,17.519,17.519,395,2000,2825,2825,2825,17.514,17.519,17.519,2825,17.514,0,395,2000,0,0,99.6,2560,17.514,1.1,-1.1,L,0,0
MC8000007957,100,2500,8400,0,0,8750,350,0,0,395,2000,2825,94.127,94.125,94.125,0,0,A1,T,M,1,2825,2825,17.519,17.519,17.519,395,2000,2825,2825,2825,17.514,17.519,17.519,2825,17.514,0,395,2000,0,0,99.6,2560,17.514,1.1,-1.1,L,0,0
MC8000007956,100,2500,8400,0,0,8750,350,0,0,395,2000,2825,94.127,94.125,94.125,0,0,A1,T,M,1,2825,2825,17.519,17.519,17.519,395,2000,2825,2825,2825,17.514,17.519,17.519,2825,17.514,0,395,2000,0,0,99.6,2560,17.514,1.1,-1.1,L,0,0
MC8000007955,100,3000,8450,0,0,8770,320,0,0,395,2000,3404,94.273,94.273,94.273,0,0,A1,T,M,1,3404,3404,21.11,21.11,21.11,395,2000,3404,3404,3404,21.109,21.11,21.11,3404,21.109,0,395,2000,0,0,99.55,3080,21.109,1.3,-1.3,L,0,0
MC8000007954,100,3000,8450,0,0,8770,320,0,0,395,2000,3404,94.273,94.273,94.273,0,0,A1,T,M,1,3404,3404,21.11,21.11,21.11,395,2000,3404,3404,3404,21.109,21.11,21.11,3404,21.109,0,395,2000,0,0,99.55,3080,21.109,1.3,-1.3,L,0,0
MC8000007953,100,3000,8450,0,0,8770,320,0,0,395,2000,3404,94.273,94.273,94.273,0,0,A1,T,M,1,3404,3404,21.11,21.11,21.11,395,2000,3404,3404,3404,21.109,21.11,21.11,3404,21.109,0,395,2000,0,0,99.55,3080,21.109,1.3,-1.3,L,0,0
MC8000007952,100,3000,8450,0,0,8770,320,0,0,395,2000,3404,94.273,94.273,94.273,0,0,A1,T,M,1,3404,3404,21.11,21.11,21.11,395,2000,3404,3404,3404,21.109,21.11,21.11,3404,21.109,0,395,2000,0,0,99.55,3080,21.109,1.3,-1.3,L,0,0
MC8000007947,105,2200,9000,0,0,9350,350,0,0,395,2000,2796,94.15,94.15,94.15,0,0,A1,T,M,1,2796,2796,17.339,17.339,17.339,395,2000,2796,2796,2796,17.334,17.339,17.339,2796,17.334,0,395,2000,0,0,104.5,2260,17.334,1.4,-1.4,L,0,0
MC8000007946,105,2200,9000,0,0,9350,350,0,0,395,2000,2796,94.15,94.15,94.15,0,0,A1,T,M,1,2796,2796,17.339,17.339,17.339,395,2000,2796,2796,2796,17.334,17.339,17.339,2796,17.334,0,395,2000,0,0,104.5,2260,17.334,1.4,-1.4,L,0,0
MC8000007945,105,2200,9000,0,0,9350,350,0,0,395,2000,2796,94.15,94.15,94.15,0,0,A1,T,M,1,2796,2796,17.339,17.339,17.339,395,2000,2796,2796,2796,17.334,17.339,17.339,2796,17.334,0,395,2000,0,0,104.5,2260,17.334,1.4,-1.4,L,0,0
MC8000007944,110,2600,10186,0,0,10686,500,0,0,395,2000,3939,93.639,93.637,93.637,0,0,A1,T,M,1,3939,3939,24.428,24.428,24.428,395,2000,3939,3939,3939,24.423,24.428,24.428,3939,24.423,0,395,2000,0,0,109.45,2660,24.422,1.6,-1.6,L,0,0
