,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000001853,85,2500,11500,0,0,11950,450,0,0,395,2000,3277,94.423,94.423,94.423,0,0,A1,C,M,1,3277,3277,20.322,20.322,20.322,395,2000,3277,3277,3277,20.316,20.322,20.322,3277,20.316,0,395,2000,0,0,84.6,2560,20.316,1.1,-1.1,L,0,0
MC8000001852,85,2500,11500,0,0,11950,450,0,0,395,2000,3277,94.423,94.423,94.423,0,0,A1,C,M,1,3277,3277,20.322,20.322,20.322,395,2000,3277,3277,3277,20.316,20.322,20.322,3277,20.316,0,395,2000,0,0,84.6,2560,20.316,1.1,-1.1,L,0,0
MC8000001851,85,2500,11500,0,0,11950,450,0,0,395,2000,3277,94.423,94.423,94.423,0,0,A1,C,M,1,3277,3277,20.322,20.322,20.322,395,2000,3277,3277,3277,20.316,20.322,20.322,3277,20.316,0,395,2000,0,0,84.6,2560,20.316,1.1,-1.1,L,0,0
MC8000001850,85,2500,11500,0,0,11950,450,0,0,395,2000,3277,94.423,94.423,94.423,0,0,A1,C,M,1,3277,3277,20.322,20.322,20.322,395,2000,3277,3277,3277,20.316,20.322,20.322,3277,20.316,0,395,2000,0,0,84.6,2560,20.316,1.1,-1.1,L,0,0
MC8000001849,85,2500,11500,0,0,11950,450,0,0,395,2000,3277,94.423,94.423,94.423,0,0,A1,C,M,1,3277,3277,20.322,20.322,20.322,395,2000,3277,3277,3277,20.316,20.322,20.322,3277,20.316,0,395,2000,0,0,84.6,2560,20.316,1.1,-1.1,L,0,0
MC8000001703,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001702,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001701,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001700,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001699,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001698,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001697,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001696,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001695,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001694,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001693,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001692,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001691,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001690,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001689,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001688,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000001687,80,2500,11500,0,0,11950,450,0,0,395,2000,3083,94.451,94.45,94.45,0,0,A1,C,M,1,3083,3083,19.119,19.119,19.119,395,2000,3083,3083,3083,19.116,19.119,19.119,3083,19.116,0,395,2000,0,0,79.6,2560,19.116,1.1,-1.1,L,0,0
MC8000000893,60,2270,11500,0,0,11950,450,0,1,247,1800,3739,94.227,94.229,94.229,0,0,A1,C,M,1,3739,3739,13.05,13.05,13.05,247,1800,3739,3739,3739,13.048,13.05,13.05,3739,13.048,0,247,1800,0,0,59.7,2330,13.049,0.9,-0.9,L,0,0
MC8000003034,85,2200,11500,0,0,11950,450,0,0,395,2000,2893,94.122,94.123,94.123,0,0,A1,C,M,1,2893,2893,17.941,17.941,17.941,395,2000,2893,2893,2893,17.935,17.941,17.941,2893,17.935,0,395,2000,0,0,84.6,2260,17.936,1.1,-1.1,L,0,0
MC8000003033,85,2200,11500,0,0,11950,450,0,0,395,2000,2893,94.122,94.123,94.123,0,0,A1,C,M,1,2893,2893,17.941,17.941,17.941,395,2000,2893,2893,2893,17.935,17.941,17.941,2893,17.935,0,395,2000,0,0,84.6,2260,17.936,1.1,-1.1,L,0,0
MC8000002921,75,2200,11500,0,0,11950,450,0,0,395,2000,2551,94.182,94.183,94.183,0,0,A1,C,M,1,2551,2551,15.82,15.82,15.82,395,2000,2551,2551,2551,15.815,15.82,15.82,2551,15.815,0,395,2000,0,0,74.6,2260,15.816,1.1,-1.1,L,0,0
MC8000002920,75,2200,11500,0,0,11950,450,0,0,395,2000,2551,94.182,94.183,94.183,0,0,A1,C,M,1,2551,2551,15.82,15.82,15.82,395,2000,2551,2551,2551,15.815,15.82,15.82,2551,15.815,0,395,2000,0,0,74.6,2260,15.816,1.1,-1.1,L,0,0
MC8000002919,75,2200,11500,0,0,11950,450,0,0,395,2000,2551,94.182,94.183,94.183,0,0,A1,C,M,1,2551,2551,15.82,15.82,15.82,395,2000,2551,2551,2551,15.815,15.82,15.82,2551,15.815,0,395,2000,0,0,74.6,2260,15.816,1.1,-1.1,L,0,0
MC8000002867,95,2200,11500,0,0,11950,450,0,0,395,2000,3234,94.076,94.076,94.076,0,0,A1,C,M,1,3234,3234,20.056,20.056,20.056,395,2000,3234,3234,3234,20.055,20.056,20.056,3234,20.055,0,395,2000,0,0,94.6,2260,20.056,1.1,-1.1,L,0,0
MC8000002866,95,2200,11500,0,0,11950,450,0,0,395,2000,3234,94.076,94.076,94.076,0,0,A1,C,M,1,3234,3234,20.056,20.056,20.056,395,2000,3234,3234,3234,20.055,20.056,20.056,3234,20.055,0,395,2000,0,0,94.6,2260,20.056,1.1,-1.1,L,0,0
MC8000002865,95,2200,11500,0,0,11950,450,0,0,395,2000,3234,94.076,94.076,94.076,0,0,A1,C,M,1,3234,3234,20.056,20.056,20.056,395,2000,3234,3234,3234,20.055,20.056,20.056,3234,20.055,0,395,2000,0,0,94.6,2260,20.056,1.1,-1.1,L,0,0
MC8000002864,95,2200,11500,0,0,11950,450,0,0,395,2000,3234,94.076,94.076,94.076,0,0,A1,C,M,1,3234,3234,20.056,20.056,20.056,395,2000,3234,3234,3234,20.055,20.056,20.056,3234,20.055,0,395,2000,0,0,94.6,2260,20.056,1.1,-1.1,L,0,0
MC8000002863,95,2200,11500,0,0,11950,450,0,0,395,2000,3234,94.076,94.076,94.076,0,0,A1,C,M,1,3234,3234,20.056,20.056,20.056,395,2000,3234,3234,3234,20.055,20.056,20.056,3234,20.055,0,395,2000,0,0,94.6,2260,20.056,1.1,-1.1,L,0,0
MC8000002468,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000002467,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000002466,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000002073,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000002072,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000000103,80,2200,11500,0,0,11950,450,0,0,395,1800,3024,94.15,94.151,94.151,0,0,A1,C,M,1,3024,3024,16.878,16.878,16.878,395,1800,3024,3024,3024,16.875,16.878,16.878,3024,16.875,0,395,1800,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000000102,80,2200,11500,0,0,11950,450,0,0,395,1800,3024,94.15,94.151,94.151,0,0,A1,C,M,1,3024,3024,16.878,16.878,16.878,395,1800,3024,3024,3024,16.875,16.878,16.878,3024,16.875,0,395,1800,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000000101,80,2200,11500,0,0,11950,450,0,0,395,1800,3024,94.15,94.151,94.151,0,0,A1,C,M,1,3024,3024,16.878,16.878,16.878,395,1800,3024,3024,3024,16.875,16.878,16.878,3024,16.875,0,395,1800,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000000004,90,2200,11500,0,0,11950,450,0,0,395,1800,3404,94.098,94.098,94.098,0,0,A1,C,M,1,3404,3404,18.999,18.999,18.999,395,1800,3404,3404,3404,18.995,18.999,18.999,3404,18.995,0,395,1800,0,0,89.6,2260,18.996,1.1,-1.1,L,0,0
MC7000000554,90,2200,11500,0,0,11950,450,0,0,395,1800,3404,94.098,94.098,94.098,0,0,A1,C,M,1,3404,3404,18.999,18.999,18.999,395,1800,3404,3404,3404,18.995,18.999,18.999,3404,18.995,0,395,1800,0,0,89.6,2260,18.996,1.1,-1.1,L,0,0
MC8000001000,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000999,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000998,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000997,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000996,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000995,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000994,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000993,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000992,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000991,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000990,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000989,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000988,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000987,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000986,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000985,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000984,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000983,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000982,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000981,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000980,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000979,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000978,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000977,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000976,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000000975,50,2200,11491,0,0,11941,450,0,0,247,1800,3017,94.242,94.244,94.244,0,0,A1,C,M,1,3017,3017,10.53,10.53,10.53,247,1800,3017,3017,3017,10.528,10.53,10.53,3017,10.528,0,247,1800,0,0,49.7,2260,10.529,0.9,-0.9,L,0,0
MC8000001110,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001109,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001108,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001107,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001106,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001105,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001104,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001103,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001102,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001101,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001100,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001099,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001098,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001097,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001096,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001095,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001094,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001093,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001092,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001091,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001090,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001089,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001088,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
MC8000001087,50,2500,11483,0,0,11933,450,0,0,247,1800,3415,94.541,94.538,94.538,0,0,A1,C,M,1,3415,3415,11.919,11.919,11.919,247,1800,3415,3415,3415,11.919,11.919,11.919,3415,11.919,0,247,1800,0,0,49.7,2560,11.918,0.9,-0.9,L,0,0
