,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,,,,,hcrop,tcrop,d_cut_width_i,
MC7000000638,50,2200,16600,0,395,1800,2726,94.243,94.241,94.241,0,0,A1,C,M,2,2726,2726,15.215,15.215,15.215,395,1800,2726,2726,2726,15.21,15.215,15.215,2726,15.21,0,0,395,1800,0,0,49.7,2260,17250,15.21,0.9,-0.9,L,0,0,0,0
MC7000000639,30,2200,25500,0,395,1800,2502,94.637,94.635,94.635,0,0,A1,C,M,3,2502,2502,13.965,13.965,13.965,395,1800,2502,2502,2502,13.961,13.965,13.965,2502,13.961,0,0,395,1800,0,0,29.75,2260,26450,13.96,0.8,-0.8,L,0,0,0,0
MC7000000640,30,2200,25500,0,395,1800,2502,94.637,94.635,94.635,0,0,A1,C,M,3,2502,2502,13.965,13.965,13.965,395,1800,2502,2502,2502,13.961,13.965,13.965,2502,13.961,0,0,395,1800,0,0,29.75,2260,26450,13.96,0.8,-0.8,L,0,0,0,0
MC7000000641,30,2200,25500,0,395,1800,2412,98.163,98.165,98.165,0,0,A1,C,M,3,2412,2412,13.462,13.462,13.462,395,1800,2412,2412,2412,13.459,13.462,13.462,2412,13.459,0,0,395,1800,0,0,29.75,2260,25500,13.459,0.8,-0.8,L,0,0,0,0
MC7000000642,80,3000,10615,0,395,1800,3828,93.617,93.615,93.615,0,0,A1,C,M,1,3828,3828,21.365,21.365,21.365,395,1800,3828,3828,3828,21.363,21.365,21.365,3828,21.363,0,0,395,1800,0,0,79.55,3100,11035,21.362,1.3,-1.3,L,0,0,0,0
MC7000000643,80,3000,10615,0,395,1800,3828,93.617,93.615,93.615,0,0,A1,C,M,1,3828,3828,21.365,21.365,21.365,395,1800,3828,3828,3828,21.363,21.365,21.365,3828,21.363,0,0,395,1800,0,0,79.55,3100,11035,21.362,1.3,-1.3,L,0,0,0,0
MC7000000649,80,3000,10615,0,395,1800,3828,93.617,93.615,93.615,0,0,A1,C,M,1,3828,3828,21.365,21.365,21.365,395,1800,3828,3828,3828,21.363,21.365,21.365,3828,21.363,0,0,395,1800,0,0,79.55,3100,11035,21.362,1.3,-1.3,L,0,0,0,0
MC7000000650,80,3000,10615,0,395,1800,3828,93.617,93.615,93.615,0,0,A1,C,M,1,3828,3828,21.365,21.365,21.365,395,1800,3828,3828,3828,21.363,21.365,21.365,3828,21.363,0,0,395,1800,0,0,79.55,3100,11035,21.362,1.3,-1.3,L,0,0,0,0
MC7000000654,80,2000,11800,0,395,1800,2826,93.991,93.988,93.988,0,0,A1,C,M,1,2826,2826,15.773,15.773,15.773,395,1800,2826,2826,2826,15.769,15.773,15.773,2826,15.769,0,0,395,1800,0,0,79.6,2060,12250,15.768,1.1,-1.1,L,0,0,0,0
MC7000000655,80,2000,11800,0,395,1800,2826,93.991,93.988,93.988,0,0,A1,C,M,1,2826,2826,15.773,15.773,15.773,395,1800,2826,2826,2826,15.769,15.773,15.773,2826,15.769,0,0,395,1800,0,0,79.6,2060,12250,15.768,1.1,-1.1,L,0,0,0,0
MC7000000656,80,2000,11800,0,395,1800,2826,93.991,93.988,93.988,0,0,A1,C,M,1,2826,2826,15.773,15.773,15.773,395,1800,2826,2826,2826,15.769,15.773,15.773,2826,15.769,0,0,395,1800,0,0,79.6,2060,12250,15.768,1.1,-1.1,L,0,0,0,0
MC7000000663,120,2200,10100,0,395,2000,3597,93.85,93.848,93.848,0,0,A1,C,M,1,3597,3597,22.307,22.307,22.307,395,2000,3597,3597,3597,22.303,22.307,22.307,3597,22.303,0,0,395,2000,0,0,119.5,2260,10520,22.303,1.4,-1.4,L,0,0,0,0
MC8000000001,80,2200,11800,0,395,1800,3100,94.24,94.242,94.242,0,0,A1,C,M,1,3100,3100,17.302,17.302,17.302,395,1800,3100,3100,3100,17.299,17.302,17.302,3100,17.299,0,0,395,1800,0,0,79.6,2260,12250,17.299,1.1,-1.1,L,0,0,0,0
MC8000000002,80,2200,11800,0,395,1800,3100,94.24,94.242,94.242,0,0,A1,C,M,1,3100,3100,17.302,17.302,17.302,395,1800,3100,3100,3100,17.299,17.302,17.302,3100,17.299,0,0,395,1800,0,0,79.6,2260,12250,17.299,1.1,-1.1,L,0,0,0,0
MC8000000004,90,2200,11500,0,395,1800,3404,94.098,94.098,94.098,0,0,A1,C,M,1,3404,3404,18.999,18.999,18.999,395,1800,3404,3404,3404,18.995,18.999,18.999,3404,18.995,0,0,395,1800,0,0,89.6,2260,11950,18.996,1.1,-1.1,L,0,0,0,0
MC8000000009,45,2400,12500,1,395,1800,2900,92.927,65.476,65.476,0,0,A1,C,M,1,2900,2900,16.186,16.186,16.186,395,1800,2900,2900,2900,16.186,16.186,16.186,2044,11.405,1,2900,395,1800,0,0,44.7,2500,13000,11.404,0.9,-0.9,L,0,0,0,0
MC8000000011,85,2600,11500,0,395,1800,3781,94.564,94.563,94.563,0,0,A1,C,M,1,3781,3781,21.103,21.103,21.103,395,1800,3781,3781,3781,21.098,21.103,21.103,3781,21.098,0,0,395,1800,0,0,84.55,2660,11950,21.098,1.3,-1.3,L,0,0,0,0
MC8000000012,100,2600,10000,0,395,1800,3863,94.683,94.684,94.684,0,0,A1,C,M,1,3863,3863,21.561,21.561,21.561,395,1800,3863,3863,3863,21.556,21.561,21.561,3863,21.556,0,0,395,1800,0,0,99.55,2660,10370,21.556,1.3,-1.3,L,0,0,0,0
MC8000000013,100,2600,10000,0,395,1800,3863,94.683,94.684,94.684,0,0,A1,C,M,1,3863,3863,21.561,21.561,21.561,395,1800,3863,3863,3863,21.556,21.561,21.561,3863,21.556,0,0,395,1800,0,0,99.55,2660,10370,21.556,1.3,-1.3,L,0,0,0,0
MC8000000014,100,2600,10000,0,395,1800,3863,94.683,94.684,94.684,0,0,A1,C,M,1,3863,3863,21.561,21.561,21.561,395,1800,3863,3863,3863,21.556,21.561,21.561,3863,21.556,0,0,395,1800,0,0,99.55,2660,10370,21.556,1.3,-1.3,L,0,0,0,0
MC8000000015,100,2600,10000,0,395,1800,3863,94.683,94.684,94.684,0,0,A1,C,M,1,3863,3863,21.561,21.561,21.561,395,1800,3863,3863,3863,21.556,21.561,21.561,3863,21.556,0,0,395,1800,0,0,99.55,2660,10370,21.556,1.3,-1.3,L,0,0,0,0
MC8000000016,50,2200,23200,0,395,1800,3808,94.275,94.273,94.273,0,0,A1,C,M,2,3808,3808,21.254,21.254,21.254,395,1800,3808,3808,3808,21.25,21.254,21.254,3808,21.25,0,0,395,1800,0,0,49.7,2260,24100,21.25,0.9,-0.9,L,0,0,0,0
MC8000000018,130,2200,8200,0,395,1800,3508,94.051,94.053,94.053,0,0,A1,C,M,1,3508,3508,19.579,19.579,19.579,395,1800,3508,3508,3508,19.574,19.579,19.579,3508,19.574,0,0,395,1800,0,0,129.5,2260,8520,19.574,1.4,-1.4,L,0,0,0,0
MC8000000019,130,2200,8200,0,395,1800,3508,94.051,94.053,94.053,0,0,A1,C,M,1,3508,3508,19.579,19.579,19.579,395,1800,3508,3508,3508,19.574,19.579,19.579,3508,19.574,0,0,395,1800,0,0,129.5,2260,8520,19.574,1.4,-1.4,L,0,0,0,0
MC8000000021,85,2200,10395,0,395,1800,2909,94.007,94.006,94.006,0,0,A1,C,M,1,2909,2909,16.236,16.236,16.236,395,1800,2909,2909,2909,16.232,16.236,16.236,2909,16.232,0,0,395,1800,0,0,84.6,2260,10815,16.232,1.1,-1.1,L,0,0,0,0
MC8000000022,90,2200,8994,0,395,1800,2653,94.42,94.421,94.421,0,0,A1,C,M,1,2653,2653,14.807,14.807,14.807,395,1800,2653,2653,2653,14.805,14.807,14.807,2653,14.805,0,0,395,1800,0,0,89.6,2260,9314,14.805,1.1,-1.1,L,0,0,0,0
MC8000000034,100,2200,11766,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,0,395,1800,0,0,99.6,2260,12216,21.586,1.1,-1.1,L,0,0,0,0
MC8000000035,100,2200,11766,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,0,395,1800,0,0,99.6,2260,12216,21.586,1.1,-1.1,L,0,0,0,0
MC8000000036,100,2200,11766,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,0,395,1800,0,0,99.6,2260,12216,21.586,1.1,-1.1,L,0,0,0,0
MC8000000037,100,2200,11766,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,0,395,1800,0,0,99.6,2260,12216,21.586,1.1,-1.1,L,0,0,0,0
MC8000000038,100,2200,11766,0,395,1800,3868,94.136,94.135,94.135,0,0,A1,C,M,1,3868,3868,21.589,21.589,21.589,395,1800,3868,3868,3868,21.586,21.589,21.589,3868,21.586,0,0,395,1800,0,0,99.6,2260,12216,21.586,1.1,-1.1,L,0,0,0,0
MC8000000039,110,2200,10833,0,395,1800,3917,94.14,94.14,94.14,0,0,A1,C,M,1,3917,3917,21.862,21.862,21.862,395,1800,3917,3917,3917,21.86,21.862,21.862,3917,21.86,0,0,395,1800,0,0,109.5,2260,11253,21.861,1.4,-1.4,L,0,0,0,0
MC8000000040,110,2200,8885,0,395,1800,3204,94.39,94.391,94.391,0,0,A1,C,M,1,3204,3204,17.883,17.883,17.883,395,1800,3204,3204,3204,17.882,17.883,17.883,3204,17.882,0,0,395,1800,0,0,109.5,2260,9205,17.882,1.4,-1.4,L,0,0,0,0
MC8000000041,120,2200,8277,0,395,1800,3266,94.114,94.113,94.113,0,0,A1,C,M,1,3266,3266,18.229,18.229,18.229,395,1800,3266,3266,3266,18.226,18.229,18.229,3266,18.226,0,0,395,1800,0,0,119.5,2260,8597,18.226,1.4,-1.4,L,0,0,0,0
MC8000000042,120,2200,8277,0,395,1800,3266,94.114,94.113,94.113,0,0,A1,C,M,1,3266,3266,18.229,18.229,18.229,395,1800,3266,3266,3266,18.226,18.229,18.229,3266,18.226,0,0,395,1800,0,0,119.5,2260,8597,18.226,1.4,-1.4,L,0,0,0,0
MC8000000043,120,2200,8277,0,395,1800,3266,94.114,94.113,94.113,0,0,A1,C,M,1,3266,3266,18.229,18.229,18.229,395,1800,3266,3266,3266,18.226,18.229,18.229,3266,18.226,0,0,395,1800,0,0,119.5,2260,8597,18.226,1.4,-1.4,L,0,0,0,0
MC8000000044,120,2200,8277,0,395,1800,3266,94.114,94.113,94.113,0,0,A1,C,M,1,3266,3266,18.229,18.229,18.229,395,1800,3266,3266,3266,18.226,18.229,18.229,3266,18.226,0,0,395,1800,0,0,119.5,2260,8597,18.226,1.4,-1.4,L,0,0,0,0
MC8000000045,110,2000,11400,0,395,1800,3760,93.827,93.828,93.828,0,0,A1,C,M,1,3760,3760,20.986,20.986,20.986,395,1800,3760,3760,3760,20.983,20.986,20.986,3760,20.983,0,0,395,1800,0,0,109.5,2060,11850,20.983,1.4,-1.4,L,0,0,0,0
MC8000000046,110,2000,11400,0,395,1800,3760,93.827,93.828,93.828,0,0,A1,C,M,1,3760,3760,20.986,20.986,20.986,395,1800,3760,3760,3760,20.983,20.986,20.986,3760,20.983,0,0,395,1800,0,0,109.5,2060,11850,20.983,1.4,-1.4,L,0,0,0,0
MC8000000047,120,2200,8300,0,395,1800,3275,94.124,94.123,94.123,0,0,A1,C,M,1,3275,3275,18.279,18.279,18.279,395,1800,3275,3275,3275,18.275,18.279,18.279,3275,18.275,0,0,395,1800,0,0,119.5,2260,8620,18.275,1.4,-1.4,L,0,0,0,0
MC8000000048,120,2200,8300,0,395,1800,3275,94.124,94.123,94.123,0,0,A1,C,M,1,3275,3275,18.279,18.279,18.279,395,1800,3275,3275,3275,18.275,18.279,18.279,3275,18.275,0,0,395,1800,0,0,119.5,2260,8620,18.275,1.4,-1.4,L,0,0,0,0
MC8000000049,110,2000,11400,0,395,1800,3760,93.827,93.828,93.828,0,0,A1,C,M,1,3760,3760,20.986,20.986,20.986,395,1800,3760,3760,3760,20.983,20.986,20.986,3760,20.983,0,0,395,1800,0,0,109.5,2060,11850,20.983,1.4,-1.4,L,0,0,0,0
MC8000000050,110,2200,8300,0,395,1800,3001,94.159,94.16,94.16,0,0,A1,C,M,1,3001,3001,16.75,16.75,16.75,395,1800,3001,3001,3001,16.746,16.75,16.75,3001,16.746,0,0,395,1800,0,0,109.5,2260,8620,16.746,1.4,-1.4,L,0,0,0,0
MC8000000051,110,2200,9650,0,395,1800,3488,94.179,94.179,94.179,0,0,A1,C,M,1,3488,3488,19.468,19.468,19.468,395,1800,3488,3488,3488,19.465,19.468,19.468,3488,19.465,0,0,395,1800,0,0,109.5,2260,10020,19.465,1.4,-1.4,L,0,0,0,0
MC8000000052,110,2200,9650,0,395,1800,3488,94.179,94.179,94.179,0,0,A1,C,M,1,3488,3488,19.468,19.468,19.468,395,1800,3488,3488,3488,19.465,19.468,19.468,3488,19.465,0,0,395,1800,0,0,109.5,2260,10020,19.465,1.4,-1.4,L,0,0,0,0
MC8000000053,110,2200,9650,0,395,1800,3488,94.179,94.179,94.179,0,0,A1,C,M,1,3488,3488,19.468,19.468,19.468,395,1800,3488,3488,3488,19.465,19.468,19.468,3488,19.465,0,0,395,1800,0,0,109.5,2260,10020,19.465,1.4,-1.4,L,0,0,0,0
MC8000000054,110,2200,9650,0,395,1800,3488,94.179,94.179,94.179,0,0,A1,C,M,1,3488,3488,19.468,19.468,19.468,395,1800,3488,3488,3488,19.465,19.468,19.468,3488,19.465,0,0,395,1800,0,0,109.5,2260,10020,19.465,1.4,-1.4,L,0,0,0,0
MC8000000055,110,2200,9650,0,395,1800,3488,94.179,94.179,94.179,0,0,A1,C,M,1,3488,3488,19.468,19.468,19.468,395,1800,3488,3488,3488,19.465,19.468,19.468,3488,19.465,0,0,395,1800,0,0,109.5,2260,10020,19.465,1.4,-1.4,L,0,0,0,0
MC8000000056,110,2200,9650,0,395,1800,3488,94.179,94.179,94.179,0,0,A1,C,M,1,3488,3488,19.468,19.468,19.468,395,1800,3488,3488,3488,19.465,19.468,19.468,3488,19.465,0,0,395,1800,0,0,109.5,2260,10020,19.465,1.4,-1.4,L,0,0,0,0
MC8000000057,110,2200,8886,0,395,1800,3205,94.39,94.392,94.392,0,0,A1,C,M,1,3205,3205,17.888,17.888,17.888,395,1800,3205,3205,3205,17.884,17.888,17.888,3205,17.884,0,0,395,1800,0,0,109.5,2260,9206,17.884,1.4,-1.4,L,0,0,0,0
MC8000000069,120,2200,7000,0,395,1800,2754,94.382,94.379,94.379,0,0,A1,C,M,1,2754,2754,15.371,15.371,15.371,395,1800,2754,2754,2754,15.371,15.371,15.371,2754,15.371,0,0,395,1800,0,0,119.5,2260,7250,15.37,1.4,-1.4,L,0,0,0,0
MC8000000070,90,3000,9000,1,395,1800,3800,93.921,89.943,89.943,0,0,A1,C,M,1,3800,3800,21.209,21.209,21.209,395,1800,3800,3800,3800,21.209,21.209,21.209,3639,20.311,1,3800,395,1800,0,0,89.55,3100,9320,20.31,1.3,-1.3,L,0,0,0,0
MC8000000071,90,2500,6000,1,395,1800,2042,93.017,93.014,93.014,0,0,A1,J,M,1,2042,2042,11.397,11.397,11.397,395,1800,2042,2042,2042,11.394,11.397,11.397,2042,11.394,0,0,395,1800,0,0,89.6,2600,6230,11.393,1.1,-1.1,L,0,0,0,0
MC8000000072,100,2500,6000,1,395,1800,2270,92.976,92.973,92.973,0,0,A1,J,M,1,2270,2270,12.67,12.67,12.67,395,1800,2270,2270,2270,12.665,12.67,12.67,2270,12.665,0,0,395,1800,0,0,99.6,2600,6230,12.665,1.1,-1.1,L,0,0,0,0
MC8000000073,110,2350,8730,1,395,1800,3460,92.949,91.735,91.735,0,0,A1,B,M,1,3460,3460,19.311,19.311,19.311,395,1800,3460,3460,3460,19.311,19.311,19.311,3415,19.059,1,3460,395,1800,0,0,109.5,2450,9050,19.059,1.4,-1.4,L,0,0,0,0
MC8000000074,110,2350,8730,1,395,1800,3460,92.949,91.735,91.735,0,0,A1,B,M,1,3460,3460,19.311,19.311,19.311,395,1800,3460,3460,3460,19.311,19.311,19.311,3415,19.059,1,3460,395,1800,0,0,109.5,2450,9050,19.059,1.4,-1.4,L,0,0,0,0
MC8000000075,120,2350,8700,1,395,1800,3715,92.903,92.904,92.904,0,0,A1,B,M,1,3715,3715,20.735,20.735,20.735,395,1800,3715,3715,3715,20.73,20.735,20.735,3715,20.73,0,0,395,1800,0,0,119.5,2450,9020,20.731,1.4,-1.4,L,0,0,0,0
MC8000000076,120,2350,8700,1,395,1800,3715,92.903,92.904,92.904,0,0,A1,B,M,1,3715,3715,20.735,20.735,20.735,395,1800,3715,3715,3715,20.73,20.735,20.735,3715,20.73,0,0,395,1800,0,0,119.5,2450,9020,20.731,1.4,-1.4,L,0,0,0,0
MC8000000077,45,2200,19300,0,395,1800,2842,94.569,94.571,94.571,0,0,A1,B,M,2,2842,2842,15.862,15.862,15.862,395,1800,2842,2842,2842,15.86,15.862,15.862,2842,15.86,0,0,395,1800,0,0,44.7,2260,20000,15.86,0.9,-0.9,L,0,0,0,0
MC8000000078,45,2200,19300,0,395,1800,2842,94.569,94.571,94.571,0,0,A1,B,M,2,2842,2842,15.862,15.862,15.862,395,1800,2842,2842,2842,15.86,15.862,15.862,2842,15.86,0,0,395,1800,0,0,44.7,2260,20000,15.86,0.9,-0.9,L,0,0,0,0
MC8000000079,45,2200,19300,0,395,1800,2842,94.569,94.571,94.571,0,0,A1,B,M,2,2842,2842,15.862,15.862,15.862,395,1800,2842,2842,2842,15.86,15.862,15.862,2842,15.86,0,0,395,1800,0,0,44.7,2260,20000,15.86,0.9,-0.9,L,0,0,0,0
MC8000000080,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000081,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000082,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000083,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000084,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000085,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000086,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000087,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000088,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000089,50,2600,16798,0,395,1800,3241,94.766,94.765,94.765,0,0,A1,B,M,2,3241,3241,18.089,18.089,18.089,395,1800,3241,3241,3241,18.089,18.089,18.089,3241,18.089,0,0,395,1800,0,0,49.65,2660,17448,18.089,1.1,-1.1,L,0,0,0,0
MC8000000090,50,2600,8404,0,247,1800,2592,94.823,94.825,94.825,0,0,A1,C,M,1,2592,2592,9.046,9.046,9.046,247,1800,2592,2592,2592,9.044,9.046,9.046,2592,9.044,0,0,247,1800,0,0,49.65,2660,8724,9.045,1.1,-1.1,L,0,0,0,0
MC8000000091,50,2200,19670,0,395,1800,3219,94.567,94.566,94.566,0,0,A1,C,M,2,3219,3219,17.966,17.966,17.966,395,1800,3219,3219,3219,17.961,17.966,17.966,3219,17.961,0,0,395,1800,0,0,49.7,2260,20370,17.961,0.9,-0.9,L,0,0,0,0
MC8000000092,50,2200,19670,0,395,1800,3219,94.567,94.566,94.566,0,0,A1,C,M,2,3219,3219,17.966,17.966,17.966,395,1800,3219,3219,3219,17.961,17.966,17.966,3219,17.961,0,0,395,1800,0,0,49.7,2260,20370,17.961,0.9,-0.9,L,0,0,0,0
MC8000000093,50,2200,19670,0,395,1800,3219,94.567,94.566,94.566,0,0,A1,C,M,2,3219,3219,17.966,17.966,17.966,395,1800,3219,3219,3219,17.961,17.966,17.966,3219,17.961,0,0,395,1800,0,0,49.7,2260,20370,17.961,0.9,-0.9,L,0,0,0,0
MC8000000094,50,2200,19670,0,395,1800,3219,94.567,94.566,94.566,0,0,A1,C,M,2,3219,3219,17.966,17.966,17.966,395,1800,3219,3219,3219,17.961,17.966,17.966,3219,17.961,0,0,395,1800,0,0,49.7,2260,20370,17.961,0.9,-0.9,L,0,0,0,0
MC8000000095,50,2200,22952,0,395,1800,3761,94.435,94.435,94.435,0,0,A1,C,M,2,3761,3761,20.991,20.991,20.991,395,1800,3761,3761,3761,20.987,20.991,20.991,3761,20.987,0,0,395,1800,0,0,49.7,2260,23802,20.987,0.9,-0.9,L,0,0,0,0
MC8000000096,50,2200,22952,0,395,1800,3761,94.435,94.435,94.435,0,0,A1,C,M,2,3761,3761,20.991,20.991,20.991,395,1800,3761,3761,3761,20.987,20.991,20.991,3761,20.987,0,0,395,1800,0,0,49.7,2260,23802,20.987,0.9,-0.9,L,0,0,0,0
MC8000000097,50,2200,22952,0,395,1800,3761,94.435,94.435,94.435,0,0,A1,C,M,2,3761,3761,20.991,20.991,20.991,395,1800,3761,3761,3761,20.987,20.991,20.991,3761,20.987,0,0,395,1800,0,0,49.7,2260,23802,20.987,0.9,-0.9,L,0,0,0,0
MC8000000098,50,2200,22952,0,395,1800,3761,94.435,94.435,94.435,0,0,A1,C,M,2,3761,3761,20.991,20.991,20.991,395,1800,3761,3761,3761,20.987,20.991,20.991,3761,20.987,0,0,395,1800,0,0,49.7,2260,23802,20.987,0.9,-0.9,L,0,0,0,0
MC8000000099,50,2200,22952,0,395,1800,3761,94.435,94.435,94.435,0,0,A1,C,M,2,3761,3761,20.991,20.991,20.991,395,1800,3761,3761,3761,20.987,20.991,20.991,3761,20.987,0,0,395,1800,0,0,49.7,2260,23802,20.987,0.9,-0.9,L,0,0,0,0
MC8000000100,50,2200,22952,0,395,1800,3761,94.435,94.435,94.435,0,0,A1,C,M,2,3761,3761,20.991,20.991,20.991,395,1800,3761,3761,3761,20.987,20.991,20.991,3761,20.987,0,0,395,1800,0,0,49.7,2260,23802,20.987,0.9,-0.9,L,0,0,0,0
MC8000000101,80,2200,11500,0,395,1800,3024,94.15,94.151,94.151,0,0,A1,C,M,1,3024,3024,16.878,16.878,16.878,395,1800,3024,3024,3024,16.875,16.878,16.878,3024,16.875,0,0,395,1800,0,0,79.6,2260,11950,16.876,1.1,-1.1,L,0,0,0,0
MC8000000102,80,2200,11500,0,395,1800,3024,94.15,94.151,94.151,0,0,A1,C,M,1,3024,3024,16.878,16.878,16.878,395,1800,3024,3024,3024,16.875,16.878,16.878,3024,16.875,0,0,395,1800,0,0,79.6,2260,11950,16.876,1.1,-1.1,L,0,0,0,0
MC8000000103,80,2200,11500,0,395,1800,3024,94.15,94.151,94.151,0,0,A1,C,M,1,3024,3024,16.878,16.878,16.878,395,1800,3024,3024,3024,16.875,16.878,16.878,3024,16.875,0,0,395,1800,0,0,79.6,2260,11950,16.876,1.1,-1.1,L,0,0,0,0
MC8000000104,80,2200,9796,0,395,1800,2573,94.274,94.274,94.274,0,0,A1,C,M,1,2573,2573,14.361,14.361,14.361,395,1800,2573,2573,2573,14.356,14.361,14.361,2573,14.356,0,0,395,1800,0,0,79.6,2260,10166,14.356,1.1,-1.1,L,0,0,0,0
MC8000000105,80,2200,10374,0,395,1800,2732,94.028,94.03,94.03,0,0,A1,C,M,1,2732,2732,15.248,15.248,15.248,395,1800,2732,2732,2732,15.243,15.248,15.248,2732,15.243,0,0,395,1800,0,0,79.6,2260,10794,15.243,1.1,-1.1,L,0,0,0,0
MC8000000106,80,2200,10374,0,395,1800,2732,94.028,94.03,94.03,0,0,A1,C,M,1,2732,2732,15.248,15.248,15.248,395,1800,2732,2732,2732,15.243,15.248,15.248,2732,15.243,0,0,395,1800,0,0,79.6,2260,10794,15.243,1.1,-1.1,L,0,0,0,0
MC8000000107,80,2200,10374,0,395,1800,2732,94.028,94.03,94.03,0,0,A1,C,M,1,2732,2732,15.248,15.248,15.248,395,1800,2732,2732,2732,15.243,15.248,15.248,2732,15.243,0,0,395,1800,0,0,79.6,2260,10794,15.243,1.1,-1.1,L,0,0,0,0
MC8000000108,80,2200,11200,0,395,1800,2948,94.055,94.055,94.055,0,0,A1,C,M,1,2948,2948,16.454,16.454,16.454,395,1800,2948,2948,2948,16.452,16.454,16.454,2948,16.452,0,0,395,1800,0,0,79.6,2260,11650,16.452,1.1,-1.1,L,0,0,0,0
MC8000000109,80,2200,11200,0,395,1800,2948,94.055,94.055,94.055,0,0,A1,C,M,1,2948,2948,16.454,16.454,16.454,395,1800,2948,2948,2948,16.452,16.454,16.454,2948,16.452,0,0,395,1800,0,0,79.6,2260,11650,16.452,1.1,-1.1,L,0,0,0,0
MC8000000110,80,2200,11200,0,395,1800,2948,94.055,94.055,94.055,0,0,A1,C,M,1,2948,2948,16.454,16.454,16.454,395,1800,2948,2948,2948,16.452,16.454,16.454,2948,16.452,0,0,395,1800,0,0,79.6,2260,11650,16.452,1.1,-1.1,L,0,0,0,0
MC8000000111,80,2600,10331,0,395,1800,3200,94.457,94.456,94.456,0,0,A1,C,M,1,3200,3200,17.86,17.86,17.86,395,1800,3200,3200,3200,17.858,17.86,17.86,3200,17.858,0,0,395,1800,0,0,79.55,2660,10751,17.858,1.3,-1.3,L,0,0,0,0
MC8000000112,80,2600,10331,0,395,1800,3200,94.457,94.456,94.456,0,0,A1,C,M,1,3200,3200,17.86,17.86,17.86,395,1800,3200,3200,3200,17.858,17.86,17.86,3200,17.858,0,0,395,1800,0,0,79.55,2660,10751,17.858,1.3,-1.3,L,0,0,0,0
