,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,len_crop,,,,,hcrop,tcrop,d_cut_width_i,
MC8000001631,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001632,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001634,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001635,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001636,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001637,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001638,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001639,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
MC8000001686,50,2110,11000,1,247,1800,2771,94.224,94.228,94.228,0,0,A1,C,M,2,2771,2771,9.671,9.671,9.671,247,1800,2771,2771,2771,9.668,9.671,9.671,2771,9.668,0,0,247,1800,0,0,49.7,2170,11420,420,9.668,0.9,-0.9,L,0,0,0,0
MC8000001725,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001726,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001727,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001728,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001729,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001730,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001731,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001732,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001733,110,2500,10052,0,395,2000,3716,94.168,94.168,94.168,0,0,A1,C,M,1,3716,3716,23.045,23.045,23.045,395,2000,3716,3716,3716,23.044,23.045,23.045,3716,23.044,0,0,395,2000,0,0,109.5,2560,10472,420,23.044,1.4,-1.4,L,0,0,0,0
MC8000001734,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001735,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001736,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001737,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001738,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001739,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001740,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001741,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001742,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001743,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001744,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001745,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001746,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001747,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001748,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001749,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001750,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001751,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001752,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001753,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001754,100,2700,10688,0,395,2000,3892,93.872,93.871,93.871,0,0,A1,C,M,1,3892,3892,24.136,24.136,24.136,395,2000,3892,3892,3892,24.132,24.136,24.136,3892,24.132,0,0,395,2000,0,0,99.55,2780,11108,420,24.132,1.3,-1.3,L,0,0,0,0
MC8000001890,80,2500,10366,0,395,2000,2783,94.325,94.326,94.326,0,0,A1,C,M,1,2783,2783,17.259,17.259,17.259,395,2000,2783,2783,2783,17.254,17.259,17.259,2783,17.254,0,0,395,2000,0,0,79.6,2560,10786,420,17.254,1.1,-1.1,L,0,0,0,0
MC8000001891,80,2500,10366,0,395,2000,2783,94.325,94.326,94.326,0,0,A1,C,M,1,2783,2783,17.259,17.259,17.259,395,2000,2783,2783,2783,17.254,17.259,17.259,2783,17.254,0,0,395,2000,0,0,79.6,2560,10786,420,17.254,1.1,-1.1,L,0,0,0,0
MC8000001892,80,2500,10366,0,395,2000,2783,94.325,94.326,94.326,0,0,A1,C,M,1,2783,2783,17.259,17.259,17.259,395,2000,2783,2783,2783,17.254,17.259,17.259,2783,17.254,0,0,395,2000,0,0,79.6,2560,10786,420,17.254,1.1,-1.1,L,0,0,0,0
MC8000001893,80,2500,10366,0,395,2000,2783,94.325,94.326,94.326,0,0,A1,C,M,1,2783,2783,17.259,17.259,17.259,395,2000,2783,2783,2783,17.254,17.259,17.259,2783,17.254,0,0,395,2000,0,0,79.6,2560,10786,420,17.254,1.1,-1.1,L,0,0,0,0
MC8000001894,80,2500,10366,0,395,2000,2783,94.325,94.326,94.326,0,0,A1,C,M,1,2783,2783,17.259,17.259,17.259,395,2000,2783,2783,2783,17.254,17.259,17.259,2783,17.254,0,0,395,2000,0,0,79.6,2560,10786,420,17.254,1.1,-1.1,L,0,0,0,0
MC8000001895,80,2500,10366,0,395,2000,2783,94.325,94.326,94.326,0,0,A1,C,M,1,2783,2783,17.259,17.259,17.259,395,2000,2783,2783,2783,17.254,17.259,17.259,2783,17.254,0,0,395,2000,0,0,79.6,2560,10786,420,17.254,1.1,-1.1,L,0,0,0,0
MC8000001918,75,2200,11000,0,395,2000,2438,94.268,94.27,94.27,0,0,A1,C,M,1,2438,2438,15.119,15.119,15.119,395,2000,2438,2438,2438,15.114,15.119,15.119,2438,15.114,0,0,395,2000,0,0,74.6,2260,11420,420,15.114,1.1,-1.1,L,0,0,0,0
MC8000001919,75,2200,11000,0,395,2000,2438,94.268,94.27,94.27,0,0,A1,C,M,1,2438,2438,15.119,15.119,15.119,395,2000,2438,2438,2438,15.114,15.119,15.119,2438,15.114,0,0,395,2000,0,0,74.6,2260,11420,420,15.114,1.1,-1.1,L,0,0,0,0
MC8000001988,70,2200,10600,0,247,1800,3899,94.173,94.172,94.172,0,0,A1,C,M,1,3899,3899,13.608,13.608,13.608,247,1800,3899,3899,3899,13.607,13.608,13.608,3899,13.607,0,0,247,1800,0,0,69.6,2260,11020,420,13.607,1.1,-1.1,L,0,0,0,0
MC8000001989,70,2200,10600,0,247,1800,3899,94.173,94.172,94.172,0,0,A1,C,M,1,3899,3899,13.608,13.608,13.608,247,1800,3899,3899,3899,13.607,13.608,13.608,3899,13.607,0,0,247,1800,0,0,69.6,2260,11020,420,13.607,1.1,-1.1,L,0,0,0,0
MC8000001992,110,2100,10160,1,395,2000,3200,93.789,92.84,92.84,0,0,A1,C,M,2,3200,3200,19.845,19.845,19.845,395,2000,3200,3200,3200,19.845,19.845,19.845,3168,19.644,1,3200,395,2000,0,0,109.5,2160,10580,420,19.644,1.4,-1.4,L,0,0,0,0
MC8000002035,60,2500,10950,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,0,247,1800,0,0,59.7,2560,11370,420,13.641,0.9,-0.9,L,0,0,0,0
MC8000002036,60,2500,10950,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,0,247,1800,0,0,59.7,2560,11370,420,13.641,0.9,-0.9,L,0,0,0,0
MC8000002037,60,2500,10950,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,0,247,1800,0,0,59.7,2560,11370,420,13.641,0.9,-0.9,L,0,0,0,0
MC8000002038,60,2500,10950,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,0,247,1800,0,0,59.7,2560,11370,420,13.641,0.9,-0.9,L,0,0,0,0
MC8000002055,120,2200,10300,0,395,2000,3665,93.923,93.924,93.924,0,0,A1,C,M,1,3665,3665,22.728,22.728,22.728,395,2000,3665,3665,3665,22.727,22.728,22.728,3665,22.727,0,0,395,2000,0,0,119.5,2260,10720,420,22.727,1.4,-1.4,L,0,0,0,0
MC8000002064,80,3000,10615,0,395,2000,3423,94.225,94.224,94.224,0,0,A1,C,M,1,3423,3423,21.228,21.228,21.228,395,2000,3423,3423,3423,21.225,21.228,21.228,3423,21.225,0,0,395,2000,0,0,79.55,3080,11035,420,21.224,1.3,-1.3,L,0,0,0,0
MC8000002065,80,3000,10615,0,395,2000,3423,94.225,94.224,94.224,0,0,A1,C,M,1,3423,3423,21.228,21.228,21.228,395,2000,3423,3423,3423,21.225,21.228,21.228,3423,21.225,0,0,395,2000,0,0,79.55,3080,11035,420,21.224,1.3,-1.3,L,0,0,0,0
MC8000002068,80,2500,10885,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,0,395,2000,0,0,79.6,2560,11305,420,18.084,1.1,-1.1,L,0,0,0,0
MC8000002069,80,2500,10885,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,0,395,2000,0,0,79.6,2560,11305,420,18.084,1.1,-1.1,L,0,0,0,0
MC8000002070,80,2500,10885,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,0,395,2000,0,0,79.6,2560,11305,420,18.084,1.1,-1.1,L,0,0,0,0
MC8000002071,80,2500,10885,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,0,395,2000,0,0,79.6,2560,11305,420,18.084,1.1,-1.1,L,0,0,0,0
MC8000002083,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002084,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002085,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002206,120,2200,11000,0,395,2000,3905,94.157,94.156,94.156,0,0,A1,C,M,1,3905,3905,24.217,24.217,24.217,395,2000,3905,3905,3905,24.211,24.217,24.217,3905,24.211,0,0,395,2000,0,0,119.5,2260,11420,420,24.211,1.4,-1.4,L,0,0,0,0
MC8000002207,120,2200,11000,0,395,2000,3905,94.157,94.156,94.156,0,0,A1,C,M,1,3905,3905,24.217,24.217,24.217,395,2000,3905,3905,3905,24.211,24.217,24.217,3905,24.211,0,0,395,2000,0,0,119.5,2260,11420,420,24.211,1.4,-1.4,L,0,0,0,0
MC8000002226,90,2200,10960,0,395,2000,2917,94.171,94.173,94.173,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.089,18.09,18.09,2917,18.089,0,0,395,2000,0,0,89.6,2260,11380,420,18.09,1.1,-1.1,L,0,0,0,0
MC8000002227,90,2200,10960,0,395,2000,2917,94.171,94.173,94.173,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.089,18.09,18.09,2917,18.089,0,0,395,2000,0,0,89.6,2260,11380,420,18.09,1.1,-1.1,L,0,0,0,0
MC8000002228,90,2200,10960,0,395,2000,2917,94.171,94.173,94.173,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.089,18.09,18.09,2917,18.089,0,0,395,2000,0,0,89.6,2260,11380,420,18.09,1.1,-1.1,L,0,0,0,0
MC8000002229,90,2200,10960,0,395,2000,2917,94.171,94.173,94.173,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.089,18.09,18.09,2917,18.089,0,0,395,2000,0,0,89.6,2260,11380,420,18.09,1.1,-1.1,L,0,0,0,0
MC8000002244,100,2100,10470,1,395,2000,2990,93.848,93.086,93.086,0,0,A1,C,M,1,2990,2990,18.542,18.542,18.542,395,2000,2990,2990,2990,18.542,18.542,18.542,2966,18.391,1,2990,395,2000,0,0,99.6,2160,10890,420,18.391,1.1,-1.1,L,0,0,0,0
MC8000002277,120,2200,10800,0,395,2000,3836,94.093,94.093,94.093,0,0,A1,C,M,1,3836,3836,23.789,23.789,23.789,395,2000,3836,3836,3836,23.787,23.789,23.789,3836,23.787,0,0,395,2000,0,0,119.5,2260,11220,420,23.787,1.4,-1.4,L,0,0,0,0
MC8000002278,120,2200,10800,0,395,2000,3836,94.093,94.093,94.093,0,0,A1,C,M,1,3836,3836,23.789,23.789,23.789,395,2000,3836,3836,3836,23.787,23.789,23.789,3836,23.787,0,0,395,2000,0,0,119.5,2260,11220,420,23.787,1.4,-1.4,L,0,0,0,0
MC8000002324,90,2200,10438,0,395,2000,2784,93.997,93.998,93.998,0,0,A1,C,M,1,2784,2784,17.265,17.265,17.265,395,2000,2784,2784,2784,17.26,17.265,17.265,2784,17.26,0,0,395,2000,0,0,89.6,2260,10858,420,17.26,1.1,-1.1,L,0,0,0,0
MC8000002325,90,2200,10438,0,395,2000,2784,93.997,93.998,93.998,0,0,A1,C,M,1,2784,2784,17.265,17.265,17.265,395,2000,2784,2784,2784,17.26,17.265,17.265,2784,17.26,0,0,395,2000,0,0,89.6,2260,10858,420,17.26,1.1,-1.1,L,0,0,0,0
MC8000002326,90,2200,10438,0,395,2000,2784,93.997,93.998,93.998,0,0,A1,C,M,1,2784,2784,17.265,17.265,17.265,395,2000,2784,2784,2784,17.26,17.265,17.265,2784,17.26,0,0,395,2000,0,0,89.6,2260,10858,420,17.26,1.1,-1.1,L,0,0,0,0
MC8000002331,100,2100,10710,1,395,2000,3060,93.929,93.034,93.034,0,0,A1,C,M,3,3060,3060,18.977,18.977,18.977,395,2000,3060,3060,3060,18.977,18.977,18.977,3031,18.796,1,3060,395,2000,0,0,99.6,2160,11130,420,18.797,1.1,-1.1,L,0,0,0,0
MC8000002352,90,2200,11000,0,395,2000,2928,94.184,94.183,94.183,0,0,A1,C,M,1,2928,2928,18.158,18.158,18.158,395,2000,2928,2928,2928,18.153,18.158,18.158,2928,18.153,0,0,395,2000,0,0,89.6,2260,11420,420,18.153,1.1,-1.1,L,0,0,0,0
MC8000002353,90,2200,11000,0,395,2000,2928,94.184,94.183,94.183,0,0,A1,C,M,1,2928,2928,18.158,18.158,18.158,395,2000,2928,2928,2928,18.153,18.158,18.158,2928,18.153,0,0,395,2000,0,0,89.6,2260,11420,420,18.153,1.1,-1.1,L,0,0,0,0
MC8000002354,90,2200,11000,0,395,2000,2928,94.184,94.183,94.183,0,0,A1,C,M,1,2928,2928,18.158,18.158,18.158,395,2000,2928,2928,2928,18.153,18.158,18.158,2928,18.153,0,0,395,2000,0,0,89.6,2260,11420,420,18.153,1.1,-1.1,L,0,0,0,0
MC8000002355,90,2200,10438,0,395,2000,2784,93.997,93.998,93.998,0,0,A1,C,M,1,2784,2784,17.265,17.265,17.265,395,2000,2784,2784,2784,17.26,17.265,17.265,2784,17.26,0,0,395,2000,0,0,89.6,2260,10858,420,17.26,1.1,-1.1,L,0,0,0,0
MC8000002356,90,2200,10438,0,395,2000,2784,93.997,93.998,93.998,0,0,A1,C,M,1,2784,2784,17.265,17.265,17.265,395,2000,2784,2784,2784,17.26,17.265,17.265,2784,17.26,0,0,395,2000,0,0,89.6,2260,10858,420,17.26,1.1,-1.1,L,0,0,0,0
MC8000002357,90,2200,10438,0,395,2000,2784,93.997,93.998,93.998,0,0,A1,C,M,1,2784,2784,17.265,17.265,17.265,395,2000,2784,2784,2784,17.26,17.265,17.265,2784,17.26,0,0,395,2000,0,0,89.6,2260,10858,420,17.26,1.1,-1.1,L,0,0,0,0
MC8000002366,110,2200,10248,0,395,2000,3342,93.94,93.939,93.939,0,0,A1,C,M,1,3342,3342,20.725,20.725,20.725,395,2000,3342,3342,3342,20.724,20.725,20.725,3342,20.724,0,0,395,2000,0,0,109.5,2260,10668,420,20.724,1.4,-1.4,L,0,0,0,0
MC8000002367,110,2200,10248,0,395,2000,3342,93.94,93.939,93.939,0,0,A1,C,M,1,3342,3342,20.725,20.725,20.725,395,2000,3342,3342,3342,20.724,20.725,20.725,3342,20.724,0,0,395,2000,0,0,109.5,2260,10668,420,20.724,1.4,-1.4,L,0,0,0,0
MC8000002503,100,2400,10600,1,395,2000,3460,94.22,93.07,93.07,0,0,A1,C,M,2,3460,3460,21.457,21.457,21.457,395,2000,3460,3460,3460,21.457,21.457,21.457,3418,21.195,1,3460,395,2000,0,0,99.6,2460,11020,420,21.196,1.1,-1.1,L,0,0,0,0
MC8000002504,90,2500,10105,0,395,2000,3056,94.178,94.18,94.18,0,0,A1,C,M,1,3056,3056,18.952,18.952,18.952,395,2000,3056,3056,3056,18.951,18.952,18.952,3056,18.951,0,0,395,2000,0,0,89.6,2560,10525,420,18.951,1.1,-1.1,L,0,0,0,0
MC8000002505,90,2500,10105,0,395,2000,3056,94.178,94.18,94.18,0,0,A1,C,M,1,3056,3056,18.952,18.952,18.952,395,2000,3056,3056,3056,18.951,18.952,18.952,3056,18.951,0,0,395,2000,0,0,89.6,2560,10525,420,18.951,1.1,-1.1,L,0,0,0,0
MC8000002506,90,2500,10105,0,395,2000,3056,94.178,94.18,94.18,0,0,A1,C,M,1,3056,3056,18.952,18.952,18.952,395,2000,3056,3056,3056,18.951,18.952,18.952,3056,18.951,0,0,395,2000,0,0,89.6,2560,10525,420,18.951,1.1,-1.1,L,0,0,0,0
MC8000002507,90,2500,10105,0,395,2000,3056,94.178,94.18,94.18,0,0,A1,C,M,1,3056,3056,18.952,18.952,18.952,395,2000,3056,3056,3056,18.951,18.952,18.952,3056,18.951,0,0,395,2000,0,0,89.6,2560,10525,420,18.951,1.1,-1.1,L,0,0,0,0
MC8000002508,90,2500,10105,0,395,2000,3056,94.178,94.18,94.18,0,0,A1,C,M,1,3056,3056,18.952,18.952,18.952,395,2000,3056,3056,3056,18.951,18.952,18.952,3056,18.951,0,0,395,2000,0,0,89.6,2560,10525,420,18.951,1.1,-1.1,L,0,0,0,0
MC8000002598,100,2200,10650,0,395,2000,3155,94.028,94.029,94.029,0,0,A1,C,M,1,3155,3155,19.566,19.566,19.566,395,2000,3155,3155,3155,19.561,19.566,19.566,3155,19.561,0,0,395,2000,0,0,99.6,2260,11070,420,19.561,1.1,-1.1,L,0,0,0,0
MC8000002613,105,2200,10736,0,395,2000,3336,94.129,94.13,94.13,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.682,20.688,20.688,3336,20.682,0,0,395,2000,0,0,104.5,2260,11156,420,20.682,1.4,-1.4,L,0,0,0,0
